X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOUR,ObjectId,VEHICLE_STREET
-8836220.134,5420822.067,80542695,6000943293,2016,2016/05/31 04:00:00+00,1600,16,EGLINTON AVE E,BAYVIEW AVE,<Null>,Major Arterial,North York,15,53,43.710967,-79.377116,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,30 to 34,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),12419,56
-8836220.134,5420822.067,80542696,6000943293,2016,2016/05/31 04:00:00+00,1600,16,EGLINTON AVE E,BAYVIEW AVE,<Null>,Major Arterial,North York,15,53,43.710967,-79.377116,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),12420,56
-8836220.134,5420822.067,80542697,6000943293,2016,2016/05/31 04:00:00+00,1600,16,EGLINTON AVE E,BAYVIEW AVE,<Null>,Major Arterial,North York,15,53,43.710967,-79.377116,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),12421,56
-8852108.097,5419012.235,80542713,6000944060,2016,2016/05/31 04:00:00+00,1756,17,LAWRENCE AVE W,LITTLE AVE,5 m West of,Major Arterial,Etobicoke York,5,12,43.699214,-79.51984,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,<Null>,South,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D12,113,Weston (113),12422,113
-8852108.097,5419012.235,80542714,6000944060,2016,2016/05/31 04:00:00+00,1756,17,LAWRENCE AVE W,LITTLE AVE,5 m West of,Major Arterial,Etobicoke York,5,12,43.699214,-79.51984,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D12,113,Weston (113),12423,113
-8852108.097,5419012.235,80542715,6000944060,2016,2016/05/31 04:00:00+00,1756,17,LAWRENCE AVE W,LITTLE AVE,5 m West of,Major Arterial,Etobicoke York,5,12,43.699214,-79.51984,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,5 to 9,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D12,113,Weston (113),12424,113
-8852108.097,5419012.235,80542716,6000944060,2016,2016/05/31 04:00:00+00,1756,17,LAWRENCE AVE W,LITTLE AVE,5 m West of,Major Arterial,Etobicoke York,5,12,43.699214,-79.51984,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,0 to 4,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D12,113,Weston (113),12425,113
-8852108.097,5419012.235,80542717,6000944060,2016,2016/05/31 04:00:00+00,1756,17,LAWRENCE AVE W,LITTLE AVE,5 m West of,Major Arterial,Etobicoke York,5,12,43.699214,-79.51984,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,0 to 4,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D12,113,Weston (113),12426,113
-8848823.838,5405014.153,80542741,6000946578,2016,2016/06/01 04:00:00+00,240,2,LAKE SHORE BLVD W,MILES RD,30 m West of,Major Arterial,Etobicoke York,3,22,43.608233,-79.490337,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Minimal,<Null>,East,"Automobile, Station Wagon",Going Ahead,Lost control,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D22,17,Mimico (17),12427,17
-8848823.838,5405014.153,80542742,6000946578,2016,2016/06/01 04:00:00+00,240,2,LAKE SHORE BLVD W,MILES RD,30 m West of,Major Arterial,Etobicoke York,3,22,43.608233,-79.490337,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D22,17,Mimico (17),12428,17
-8838838.591,5409718.894,80497456,6000133147,2016,2016/01/23 05:00:00+00,35,0,BATHURST ST,FORT YORK BLVD,<Null>,Major Arterial,Toronto and East York,10,14,43.638827,-79.400638,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D14,77,Waterfront Communities-The Island (77),12433,77
-8836257.537,5410217.127,80565107,6001553958,2016,2016/09/01 04:00:00+00,2230,22,BAY ST,HARBOUR ST,<Null>,Major Arterial,Toronto and East York,10,52,43.642066,-79.377452,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Driver,30 to 34,Fatal,56,North,Motorcycle,Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),12435,77
-8836510.678,5411025.217,80502720,6000477912,2016,2016/03/20 04:00:00+00,303,3,BAY ST,WELLINGTON ST W,<Null>,Major Arterial,Toronto and East York,"10,13",52,43.647319,-79.379726,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D52,76,Bay Street Corridor (76),12437,76
-8838838.591,5409718.894,80497457,6000133147,2016,2016/01/23 05:00:00+00,35,0,BATHURST ST,FORT YORK BLVD,<Null>,Major Arterial,Toronto and East York,10,14,43.638827,-79.400638,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D14,77,Waterfront Communities-The Island (77),12439,77
-8836257.537,5410217.127,80565308,6001553958,2016,2016/09/01 04:00:00+00,2230,22,BAY ST,HARBOUR ST,<Null>,Major Arterial,Toronto and East York,10,52,43.642066,-79.377452,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Driver,65 to 69,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),12442,77
-8830647.925,5418865.345,80502726,6000478008,2016,2016/03/20 04:00:00+00,340,3,O CONNOR DR,RALSTON AVE,<Null>,Major Arterial,Toronto and East York,19,54,43.69826,-79.32706,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Following too Close,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D54,58,Old East York (58),12444,58
-8856145.655,5405923.266,80497569,6000143198,2016,2016/01/23 05:00:00+00,2010,20,THE QUEENSWAY,NORTH QUEEN ST,<Null>,Major Arterial,Etobicoke York,3,22,43.614146,-79.55611,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,14,Islington-City Centre West (14),12446,14
-8856145.655,5405923.266,80497570,6000143198,2016,2016/01/23 05:00:00+00,2010,20,THE QUEENSWAY,NORTH QUEEN ST,<Null>,Major Arterial,Etobicoke York,3,22,43.614146,-79.55611,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,<Null>,West,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turned left across cyclists path.,Other,Unknown,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,14,Islington-City Centre West (14),12448,14
-8838939.669,5417748.196,80632162,6001558550,2016,2016/09/02 04:00:00+00,1630,16,LONSDALE RD,ORIOLE RD,<Null>,Major Arterial,Toronto and East York,12,53,43.691004,-79.401546,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,97,Yonge-St.Clair (97),12450,97
-8830647.925,5418865.345,80502727,6000478008,2016,2016/03/20 04:00:00+00,340,3,O CONNOR DR,RALSTON AVE,<Null>,Major Arterial,Toronto and East York,19,54,43.69826,-79.32706,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,None,<Null>,East,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D54,58,Old East York (58),12452,58
-8841739.799,5408417.523,80497536,6000139902,2016,2016/01/24 05:00:00+00,521,5,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,245 m East of,Major Arterial,Toronto and East York,10,14,43.630366,-79.4267,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D14,82,Niagara (82),12454,82
-8830647.925,5418865.345,80502728,6000478008,2016,2016/03/20 04:00:00+00,340,3,O CONNOR DR,RALSTON AVE,<Null>,Major Arterial,Toronto and East York,19,54,43.69826,-79.32706,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,None,<Null>,West,Passenger Van,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D54,58,Old East York (58),12547,58
-8819303.801,5425568.922,80497574,6000143502,2016,2016/01/24 05:00:00+00,2141,21,EGLINTON AVE E,MASON RD,<Null>,Major Arterial,Scarborough,"20,24",43,43.741782,-79.225154,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,139,Scarborough Village (139),12548,139
-8838939.669,5417748.196,80632163,6001558550,2016,2016/09/02 04:00:00+00,1630,16,LONSDALE RD,ORIOLE RD,<Null>,Major Arterial,Toronto and East York,12,53,43.691004,-79.401546,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,<Null>,East,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turned left across cyclists path.,Driving Properly,Normal,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,97,Yonge-St.Clair (97),12550,97
-8830647.925,5418865.345,80502729,6000478008,2016,2016/03/20 04:00:00+00,340,3,O CONNOR DR,RALSTON AVE,<Null>,Major Arterial,Toronto and East York,19,54,43.69826,-79.32706,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D54,58,Old East York (58),12552,58
-8819303.801,5425568.922,80497575,6000143502,2016,2016/01/24 05:00:00+00,2141,21,EGLINTON AVE E,MASON RD,<Null>,Major Arterial,Scarborough,"20,24",43,43.741782,-79.225154,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,139,Scarborough Village (139),12554,139
-8834117.309,5413577.172,80718306,6001569976,2016,2016/09/04 04:00:00+00,1400,14,GERRARD ST E,RIVER ST,80 m East of,Minor Arterial,Toronto and East York,13,51,43.663905,-79.358226,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,<Null>,West,Bicycle,Changing Lanes,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Inattentive,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D51,72,Regent Park (72),12556,72
-8830647.925,5418865.345,80502730,6000478008,2016,2016/03/20 04:00:00+00,340,3,O CONNOR DR,RALSTON AVE,<Null>,Major Arterial,Toronto and East York,19,54,43.69826,-79.32706,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,40 to 44,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D54,58,Old East York (58),12557,58
-8843215.896,5411582.138,80503244,6000478020,2016,2016/03/20 04:00:00+00,344,3,COLLEGE ST,LANSDOWNE AVE,<Null>,Minor Arterial,Toronto and East York,9,11,43.650939,-79.43996,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,83,Dufferin Grove (83),12559,83
-8838225.332,5418569.263,80497589,6000147267,2016,2016/01/25 05:00:00+00,1445,14,50 MERTON ST,<Null>,2 m North of,Collector,Toronto and East York,12,53,43.696337,-79.395129,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,85 to 89,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,D53,104,Mount Pleasant West (104),12560,104
-8834117.309,5413577.172,80718307,6001569976,2016,2016/09/04 04:00:00+00,1400,14,GERRARD ST E,RIVER ST,80 m East of,Minor Arterial,Toronto and East York,13,51,43.663905,-79.358226,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D51,72,Regent Park (72),12562,72
-8843215.896,5411582.138,80503245,6000478020,2016,2016/03/20 04:00:00+00,344,3,COLLEGE ST,LANSDOWNE AVE,<Null>,Minor Arterial,Toronto and East York,9,11,43.650939,-79.43996,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,<Null>,East,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turned left across cyclists path.,Other,Had Been Drinking,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,83,Dufferin Grove (83),12564,83
-8838225.332,5418569.263,80497590,6000147267,2016,2016/01/25 05:00:00+00,1445,14,50 MERTON ST,<Null>,2 m North of,Collector,Toronto and East York,12,53,43.696337,-79.395129,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,70 to 74,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,D53,104,Mount Pleasant West (104),12565,104
-8843215.896,5411582.138,80503246,6000478020,2016,2016/03/20 04:00:00+00,344,3,COLLEGE ST,LANSDOWNE AVE,<Null>,Minor Arterial,Toronto and East York,9,11,43.650939,-79.43996,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,40 to 44,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,83,Dufferin Grove (83),12652,83
-8834117.309,5413577.172,80718308,6001569976,2016,2016/09/04 04:00:00+00,1400,14,GERRARD ST E,RIVER ST,80 m East of,Minor Arterial,Toronto and East York,13,51,43.663905,-79.358226,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,20 to 24,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D51,72,Regent Park (72),12653,72
-8832238.681,5420356.833,80632132,6000148806,2016,2016/01/25 05:00:00+00,1915,19,OVERLEA BLVD,WILLIAM MORGAN DR,<Null>,Major Arterial,North York,15,53,43.707946,-79.34135,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,<Null>,South,Passenger Van,Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D53,55,Thorncliffe Park (55),12655,55
-8841611.559,5408354.774,80502736,6000480825,2016,2016/03/20 04:00:00+00,1654,16,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,11 m South of Light Post 300,Major Arterial,Toronto and East York,10,14,43.629958,-79.425548,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,40 to 44,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Other,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),12656,82
-8841611.559,5408354.774,80502737,6000480825,2016,2016/03/20 04:00:00+00,1654,16,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,11 m South of Light Post 300,Major Arterial,Toronto and East York,10,14,43.629958,-79.425548,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,60 to 64,Minor,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),12657,82
-8841611.559,5408354.774,80502738,6000480825,2016,2016/03/20 04:00:00+00,1654,16,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,11 m South of Light Post 300,Major Arterial,Toronto and East York,10,14,43.629958,-79.425548,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,50 to 54,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),12658,82
-8841611.559,5408354.774,80502739,6000480825,2016,2016/03/20 04:00:00+00,1654,16,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,11 m South of Light Post 300,Major Arterial,Toronto and East York,10,14,43.629958,-79.425548,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,30 to 34,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),12659,82
-8841611.559,5408354.774,80502740,6000480825,2016,2016/03/20 04:00:00+00,1654,16,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,11 m South of Light Post 300,Major Arterial,Toronto and East York,10,14,43.629958,-79.425548,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,25 to 29,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),12660,82
-8841611.559,5408354.774,80502741,6000480825,2016,2016/03/20 04:00:00+00,1654,16,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,11 m South of Light Post 300,Major Arterial,Toronto and East York,10,14,43.629958,-79.425548,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,15 to 19,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),12661,82
-8825656.582,5429817.823,80632433,6000493980,2016,2016/03/22 04:00:00+00,1936,19,PROGRESS AVE,KENNEDY RD,<Null>,Major Arterial,Scarborough,21,41,43.769351,-79.282222,Intersection,Intersection Related,Traffic Signal,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,<Null>,West,Pick Up Truck,Turning Right,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D41,126,Dorset Park (126),12662,126
