X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId,VEHICLES_IN_STREET
-8838791.837,5412724.237,80242652,5001074217,2015,2015/06/26 04:00:00+00,405,4,457 SPADINA AVE,<Null>,18 m East of,Major Arterial,Toronto and East York,11,"52,14",43.658362,-79.400218,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,30 to 34,None,<Null>,East,Truck - Dump,Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,79,University (79),11723,79
-8838791.837,5412724.237,80242653,5001074217,2015,2015/06/26 04:00:00+00,405,4,457 SPADINA AVE,<Null>,18 m East of,Major Arterial,Toronto and East York,11,"52,14",43.658362,-79.400218,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Other,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,79,University (79),11724,79
-8833570.396,5430491.193,80242708,5001077682,2015,2015/06/26 04:00:00+00,1652,16,SHEPPARD AVE E,SHAUGHNESSY BLVD,5 m West of,Major Arterial,North York,17,33,43.773719,-79.353313,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,60 to 64,Major,<Null>,West,Motorcycle,Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D33,53,Henry Farm (53),11725,53
-8833570.396,5430491.193,80242709,5001077682,2015,2015/06/26 04:00:00+00,1652,16,SHEPPARD AVE E,SHAUGHNESSY BLVD,5 m West of,Major Arterial,North York,17,33,43.773719,-79.353313,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D33,53,Henry Farm (53),11726,53
-8833570.396,5430491.193,80242710,5001077682,2015,2015/06/26 04:00:00+00,1652,16,SHEPPARD AVE E,SHAUGHNESSY BLVD,5 m West of,Major Arterial,North York,17,33,43.773719,-79.353313,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,25 to 29,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D33,53,Henry Farm (53),11727,53
-8843959.844,5417102.849,80143414,5001079056,2015,2015/06/26 04:00:00+00,2150,21,2058 DUFFERIN ST,<Null>,<Null>,Major Arterial,Toronto and East York,"9,12",13,43.686812,-79.446643,Mid-Block,<Null>,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,32,West,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,107,Oakwood Village (107),11728,107
-8843959.844,5417102.849,80143419,5001079056,2015,2015/06/26 04:00:00+00,2150,21,2058 DUFFERIN ST,<Null>,<Null>,Major Arterial,Toronto and East York,"9,12",13,43.686812,-79.446643,Mid-Block,<Null>,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,60 to 64,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,107,Oakwood Village (107),11729,107
-8843676.202,5409348.659,80631965,5001088565,2015,2015/06/28 04:00:00+00,1539,15,1491 LAKE SHORE BLVD W,<Null>,100 m West of,Major Arterial,Toronto and East York,4,14,43.63642,-79.444095,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,<Null>,East,"Automobile, Station Wagon",Changing Lanes,Speed too Fast For Condition,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D14,85,South Parkdale (85),11730,85
-8843676.202,5409348.659,80631966,5001088565,2015,2015/06/28 04:00:00+00,1539,15,1491 LAKE SHORE BLVD W,<Null>,100 m West of,Major Arterial,Toronto and East York,4,14,43.63642,-79.444095,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D14,85,South Parkdale (85),11731,85
-8843676.202,5409348.659,80631967,5001088565,2015,2015/06/28 04:00:00+00,1539,15,1491 LAKE SHORE BLVD W,<Null>,100 m West of,Major Arterial,Toronto and East York,4,14,43.63642,-79.444095,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D14,85,South Parkdale (85),11732,85
-8823951.167,5430584.618,80243084,5001095656,2015,2015/06/29 04:00:00+00,1745,17,300 PROGRESS AVE,<Null>,40 m East of,Minor Arterial,Scarborough,21,41,43.774325,-79.266902,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,55 to 59,Minimal,<Null>,West,"Automobile, Station Wagon",Making U Turn,Improper Turn,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11733,127
-8823951.167,5430584.618,80243085,5001095656,2015,2015/06/29 04:00:00+00,1745,17,300 PROGRESS AVE,<Null>,40 m East of,Minor Arterial,Scarborough,21,41,43.774325,-79.266902,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,50 to 54,Major,<Null>,West,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11734,127
-8823951.167,5430584.618,80243086,5001095656,2015,2015/06/29 04:00:00+00,1745,17,300 PROGRESS AVE,<Null>,40 m East of,Minor Arterial,Scarborough,21,41,43.774325,-79.266902,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,60 to 64,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11735,127
-8829586.271,5428840.536,80243113,5001098276,2015,2015/06/30 04:00:00+00,410,4,VICTORIA PARK AVE,YORK MILLS RD,<Null>,Major Arterial,North York,"16,21","41,33",43.763011,-79.317523,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),11736,119
-8829586.271,5428840.536,80243114,5001098276,2015,2015/06/30 04:00:00+00,410,4,VICTORIA PARK AVE,YORK MILLS RD,<Null>,Major Arterial,North York,"16,21","41,33",43.763011,-79.317523,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,<Null>,East,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),11737,119
-8820275.398,5431727.375,80486140,5001105926,2015,2015/07/01 04:00:00+00,949,9,MARKHAM RD,PROGRESS AVE,<Null>,Major Arterial,Scarborough,24,43,43.781737,-79.233882,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,137,Woburn (137),11738,137
-8820275.398,5431727.375,80486141,5001105926,2015,2015/07/01 04:00:00+00,949,9,MARKHAM RD,PROGRESS AVE,<Null>,Major Arterial,Scarborough,24,43,43.781737,-79.233882,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Minimal,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,137,Woburn (137),11739,137
-8820275.398,5431727.375,80486142,5001105926,2015,2015/07/01 04:00:00+00,949,9,MARKHAM RD,PROGRESS AVE,<Null>,Major Arterial,Scarborough,24,43,43.781737,-79.233882,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,5 to 9,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,137,Woburn (137),11740,137
-8834229.407,5413544.857,80486151,5001107596,2015,2015/07/01 04:00:00+00,1525,15,GERRARD ST E,RIVER ST,<Null>,Minor Arterial,Toronto and East York,13,51,43.663695,-79.359233,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Disobeyed Traffic Control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D51,72,Regent Park (72),11741,72
-8834229.407,5413544.857,80486152,5001107596,2015,2015/07/01 04:00:00+00,1525,15,GERRARD ST E,RIVER ST,<Null>,Minor Arterial,Toronto and East York,13,51,43.663695,-79.359233,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,45 to 49,Major,<Null>,North,Motorcycle,Going Ahead,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D51,72,Regent Park (72),11742,72
-8834229.407,5413544.857,80486153,5001107596,2015,2015/07/01 04:00:00+00,1525,15,GERRARD ST E,RIVER ST,<Null>,Minor Arterial,Toronto and East York,13,51,43.663695,-79.359233,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D51,72,Regent Park (72),11743,72
-8854048.729,5421750.912,80486177,5001109964,2015,2015/07/01 04:00:00+00,2330,23,WALSH AVE,WESTON RD,22 m East of,Major Arterial,Etobicoke York,7,31,43.716998,-79.537273,Intersection,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Following too Close,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D31,23,Pelmo Park-Humberlea (23),11744,23
-8854048.729,5421750.912,80486178,5001109964,2015,2015/07/01 04:00:00+00,2330,23,WALSH AVE,WESTON RD,22 m East of,Major Arterial,Etobicoke York,7,31,43.716998,-79.537273,Intersection,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Truck Driver,50 to 54,None,<Null>,West,"Truck - Closed (Blazer, etc)",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D31,23,Pelmo Park-Humberlea (23),11745,23
-8854048.729,5421750.912,80486179,5001109964,2015,2015/07/01 04:00:00+00,2330,23,WALSH AVE,WESTON RD,22 m East of,Major Arterial,Etobicoke York,7,31,43.716998,-79.537273,Intersection,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,40 to 44,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D31,23,Pelmo Park-Humberlea (23),11746,23
-8854048.729,5421750.912,80486180,5001109964,2015,2015/07/01 04:00:00+00,2330,23,WALSH AVE,WESTON RD,22 m East of,Major Arterial,Etobicoke York,7,31,43.716998,-79.537273,Intersection,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,45 to 49,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D31,23,Pelmo Park-Humberlea (23),11747,23
-8839740.501,5409041.807,80243291,5001110080,2015,2015/07/02 04:00:00+00,2355,23,LAKE SHORE BLVD W,REMEMBRANCE DR,4 m East of,Major Arterial,Toronto and East York,10,14,43.634425,-79.40874,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),11748,82
-8839740.501,5409041.807,80243292,5001110080,2015,2015/07/02 04:00:00+00,2355,23,LAKE SHORE BLVD W,REMEMBRANCE DR,4 m East of,Major Arterial,Toronto and East York,10,14,43.634425,-79.40874,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,30 to 34,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),11749,82
-8839740.501,5409041.807,80243293,5001110080,2015,2015/07/02 04:00:00+00,2355,23,LAKE SHORE BLVD W,REMEMBRANCE DR,4 m East of,Major Arterial,Toronto and East York,10,14,43.634425,-79.40874,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),11750,82
-8832228.439,5433793.24,80243563,5001126666,2015,2015/07/04 04:00:00+00,1340,13,FINCH AVE E,GORDON BAKER RD,10 m West of,Major Arterial,North York,17,33,43.795134,-79.341258,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,46,Pleasant View (46),11751,46
-8832228.439,5433793.24,80243564,5001126666,2015,2015/07/04 04:00:00+00,1340,13,FINCH AVE E,GORDON BAKER RD,10 m West of,Major Arterial,North York,17,33,43.795134,-79.341258,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Minor,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross with ROW,Other,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,46,Pleasant View (46),11752,46
-8823906.194,5435780.126,80561169,5000693331,2015,2015/04/27 04:00:00+00,0,0,MCCOWAN RD,FINCH AVE E,5 m East of,Major Arterial,Scarborough,23,42,43.808016,-79.266498,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),11753,129
-8839681.057,5412616.837,80556228,5000020238,2015,2015/01/04 05:00:00+00,1904,19,BATHURST ST,COLLEGE ST,60 m North of,Major Arterial,Toronto and East York,11,14,43.657664,-79.408206,Mid-Block,Non Intersection,Pedestrian Crossover,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D14,79,University (79),11755,79
-8823906.194,5435780.126,80561170,5000693331,2015,2015/04/27 04:00:00+00,0,0,MCCOWAN RD,FINCH AVE E,5 m East of,Major Arterial,Scarborough,23,42,43.808016,-79.266498,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),11756,129
-8857783.053,5417836.874,80237343,5000706229,2015,2015/04/29 04:00:00+00,40,0,MARTIN GROVE RD,DIXON RD,<Null>,Major Arterial,Etobicoke York,"1,2",23,43.69158,-79.570819,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,South,Passenger Van,Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),11758,1
-8839681.057,5412616.837,80556229,5000020238,2015,2015/01/04 05:00:00+00,1904,19,BATHURST ST,COLLEGE ST,60 m North of,Major Arterial,Toronto and East York,11,14,43.657664,-79.408206,Mid-Block,Non Intersection,Pedestrian Crossover,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D14,79,University (79),11759,79
-8857783.053,5417836.874,80237344,5000706229,2015,2015/04/29 04:00:00+00,40,0,MARTIN GROVE RD,DIXON RD,<Null>,Major Arterial,Etobicoke York,"1,2",23,43.69158,-79.570819,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),11761,1
-8823865.451,5435644.846,80496744,5000716436,2015,2015/04/30 04:00:00+00,1637,16,2628 MCCOWAN RD,<Null>,<Null>,Major Arterial,Scarborough,23,42,43.807139,-79.266132,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,40 to 44,Minimal,<Null>,North,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),11762,129
-8846025.377,5428535.348,80227183,5000022438,2015,2015/01/05 05:00:00+00,747,7,DUFFERIN ST,STEEPROCK DR,<Null>,Major Arterial,North York,6,32,43.761031,-79.465198,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Major,<Null>,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D32,34,Bathurst Manor (34),11764,34
-8823865.451,5435644.846,80496745,5000716436,2015,2015/04/30 04:00:00+00,1637,16,2628 MCCOWAN RD,<Null>,<Null>,Major Arterial,Scarborough,23,42,43.807139,-79.266132,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,55 to 59,Minor,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),11766,129
-8846025.377,5428535.348,80227184,5000022438,2015,2015/01/05 05:00:00+00,747,7,DUFFERIN ST,STEEPROCK DR,<Null>,Major Arterial,North York,6,32,43.761031,-79.465198,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Minor,<Null>,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D32,34,Bathurst Manor (34),11767,34
-8823865.451,5435644.846,80496746,5000716436,2015,2015/04/30 04:00:00+00,1637,16,2628 MCCOWAN RD,<Null>,<Null>,Major Arterial,Scarborough,23,42,43.807139,-79.266132,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,55 to 59,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),11769,129
-8820763.756,5438644.606,80237860,5000746528,2015,2015/05/05 04:00:00+00,1341,13,3833 MCNICOLL AVE,<Null>,<Null>,Minor Arterial,Scarborough,23,42,43.826583,-79.238269,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),11770,131
-8820763.756,5438644.606,80237861,5000746528,2015,2015/05/05 04:00:00+00,1341,13,3833 MCNICOLL AVE,<Null>,<Null>,Minor Arterial,Scarborough,23,42,43.826583,-79.238269,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,70 to 74,Minimal,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),11771,131
